id	quote
19860924	If that bully is extorting money, I'm going to call the school and put an end to it. Don't do that! If Moe finds out I squealed, I'm a goner! This kid can't get away with stealing, Calvin. Somebody's got to do something. Here's a list of what I'm wearing. See you at the morgue.
19860925	Hey, Twinkie, here's the 2 cents I "borrowed" from you the other day. Somebody ratted on me, and it's gonna be a dark day if I ever find out who! I think I'll use the quarter to call my insurance agent. 
19860926	Hi, Dad, it's me! Calvin, is this important? I'm very busy this morning. I'll make it fast, Dad. Can you pick up some topsoil and grass seed on your way home? Ok. Sure. Goodbye. 
19860927	Ring Ring. Hello, Calvin speaking. I'd like to order a large anchovy pizza. What? I ... ?? oh, I'm sorry. You must have dialed the wrong number. Goodbye. I try to make everyone's day a little more surreal.
19860928	Quit squirming, Calvin. You've got ice cream all over your shirt. Rats, I was saving it for later. Thanks for the ice cream, Dad. It was great. You're welcome. I'm tired of pulling you. It's my turn to ride. Your Dad didn't get me any ice cream, so I get to ride both ways. No, you don't! Dad said tigers don't like ice cream! It's my turn to ride! Tigers don't know if they like ice cream until they try every kind. I'm not pulling. I've got news, fuzz brain. I'm not pulling either! Well, then, I guess we'll both just sit here until we die. Why do these "walks" always end up as "rides"? oh, you need the exercise more anyway. 
19860929	What are you doing? Being "cool." You look more like you're being bored. The world bores you when you're cool. 
19860930	Look, I brought a sombrero! Now we can both be "cool." A sombrero? Are you crazy?! Cool people don't wear sombreros! Nobody wears sombreros! What fun is it being "cool" if you can't wear a sombrero?
19861001	I'm back. See. I put on some Mickey Mouse pants! I'll be "cool" in these, boy. Just look at these big yellow buttons! Mickey Mouse pants?!? You don't look cool! You look like an idiot! Hmph! Maybe I'm new wave. Maybe you're just stupid. 
19861002	Here comes Susie. I'm going to throw a pine cone at her. Wwhippp. Pow!
19861003	Yahh! Oof! Grrr! Rgh! Rr! Rrr! Uh! Uh! Rrr! Umph! Touchdown! Let's play something else.
19861004	Are there any monsters under my bed tonight? No. Nope. No. If there were any monsters under my bed, how big would they be? Very small. Go to sleep. Momm! 
19861005	I'm hungry, when's lunch? Right now. Hi, Susie! Oh look, you've got your stuffed tiger! Can I squeeze him? What are you crazy? Hobbes is a ferocious man-eating jungle beast! Ferocious? He looks fuzzy and cuddly to me! Ha! Beneath that soft exterior lie terrible mandibles of bone crushing death! He'll grind you into hamburger!  Each mighty paw hides razor-sharp claws to rip the living hide off any human that wanders too close! He's a monster! No, he's not. He's a big cutie. Oh no! I can't look!! ... so what happened to the mandibles of death. You sissy furball?!? I was beguiled by her feminine charms. Yow. Go soak your head.
19861006	With great effort, Calvin the human insect advances the paper in the typewriter. His only hope for proper medical treatment lies in his ability to write a legible message to his family! He craws to each key and jumps! Who wrote "Help I'm a bug" on my letter to Grandma? Evidently some bug. How strange. 
19861007	Back and forth. Back and forth. Tidal wave! Beats me, Mom. Maybe the seal around the tub leaks.
19861008	What's this music? It's "The 1812 Overture." I kinda like it. Interesting percussion section. Those are the cannons. And they perform in crowded concert halls?? Gee. I thought classical music was boring!
19861009	Boy, what a day! I went to school. Played outside, and did my homework. I'm exhausted. You know what time it is now? Uh, 7:35. It's Miller time. Get back here.
19861010	Psst ... Susie! What's 12 + 7? A billion. Thanks! Wait a minute. That can't be right ... that's what she said 3+4 was.
19861011	I just read this great science fiction story. It's about how machines take control of humans and turn them into zombie slaves! So instead of us controlling machines, they control us? Pretty scary idea. I'll say, hey! What time is it?? My TV show is on! 
19861012	Were there dinosaurs when you were a kid, dad? Oh sure! Your grandfather and I used to put on our leopard skins and hunt Brontosaurus for all the clan rituals. Listen, buster, I think Calvin's grades are bad enough already, don't you? The horrifying Tyrannosaurus lumbers across the prehistoric valley. The mighty dinosaur is a walking death machine! Only one other creature dares to challenge the terrible Tyrannosaurus! ... the savage Saber-Toothed Tiger! Gg mmf yow gzzzz mkn gbzz, yow. Wake up! The meek Tyrannosaurus victim of an innocent misunderstanding, tears like heck across the prehistoric valley.
19861013	Tomorrow we're going to discuss "current events" in school. Each of us has to find a newspaper article, read it to the class, and explain it. What article did you choose? This one. "Space alien weds two-headed Elvis clone." Actually, there's not much left to explain.
19861014	Look what you can do with big socks! Just put one over each ear and one over your nose. An elephant! Ha ha! I want some socks too! If I miss the bus. It's going to be unpleasant around here!
19861015	Calvin, how did you break this dish! I was carrying too much and it dropped. Your problem is you've got no common sense. I've got plenty of common sense! I just choose to ignore it. 
19861016	I don't understand this business about death. If we're just going to die. What's the point of living? Well, there's seafood. I don't know why I even talk to you before dinner. 
19861017	I've decided I want to be a millionaire when I grow up. Well, you'll have to work pretty hard to get a million dollars. No, I won't you will. Me? I just wan to inherit it. 
19861018	The worst part about going to school is waiting for the bus. All you can do is stand here and imagine what's going to go wrong during the day. I bet we have a pop math quiz or something. Well, here comes the bus. Thanks for waiting with me. My pleasure. Boy, my lunch box seems light. 
19861019	Now where did all the bed pillows go? This is gonna be soft! Krunch! Hey, Hobbes! C'mon and jump in the leaves! It's fun! I don't know sometimes slugs hide under leaves. No they don't. Do they? Slugs? Ugh, just imagine one of those slimy muckballs slipping up your pant leg! There might be dozens in there! There might? Aack ick ooh yecch! That's the problem with nature. Something's always stinging you or oozing mucous on you. Let's go watch TV. Is it 3 o'clock yet? We can watch "The Blob"!
19861020	As you can see, Spaceman Spiff, we have ways of extracting information from even the most uncooperative prisoners! Our hero, captured by Zorkons, eyes the diabolical instruments of torture! Very amusing. You twisted space frog. What's this fiendish device called? A chin-up bar. Get on it. Spiff readies his daring escape. 
19861021	Where's my jacket? It's right on the floor where you left it. It's still on the floor? Why didn't you put it away? Gee, my own copy of the emancipation proclamation.
19861022	Look, I can make shadows on the wall here's a dog. Hey, that's good! Here's a swan. Hmm ... that looks more like some bug eyed tentacled thing. Mommm!
19861023	Ah ... Ah ... Ah ... Ah ...kbthchh! Why'd you hold it in? I'm trying to blow my shoes off.
19861024	It says on the back of this record that the composer could play the piano at age three. He wrote his first symphony when he was four. That's amazing. When I was four, I think I was toilet trained. 
19861025	I'm done with my homework! I'm going outside to play! I've got my jacket! I'm leaving now! ... further bulletins as events warrant!
19861026	... so if you capture the other guy's flag and make it back to your territory, you win. Win what? The game. No luggage? No toaster oven? Hey, you can't hide your flag in a tree! It's too hard to capture! That's not a rule. I can hide my flag anywhere! Well, it's a rule now! From now on, no flags in trees! Ok, but I just tagged you, so you have to go to jail. What?? It's a time out! I was making a new rule! You didn't officially call a time out. Off to jail with you! Forget it! From now on, if you are discussing a new rule, it's automatically a time out. Ok, time in! Tag! You can't do that! We have to say "time in" together! Since when?? You're just changing rules so you'll win! I am not! I'm just trying to keep you from cheating! Just a minute. Muffin head. Are you calling me a cheater? Who's a muffin head! Yowp! Arrgh! Oatmeal face! Strudel brain! Mom says we should take up Monopoly. No way, buster. I know all about those "interest free bank loans" to yourself!
19861027	Look mom. I put all my clothes for tomorrow on the stairs. Then in the morning I'll run out in my underwear and slide down at top speed! If I aim good, I go right into my pants while I'm putting on my shirt, and by the bottom, I'm all dressed for school. And if you put my cereal on the stairs too, I won't have to get up until 30 seconds before the bus comes. Forget it Calvin. 
19861028	Ack. Igg. Look, mom, I've got rabies. Go spit out your toothpaste and stop being silly. Maybe dad will fall for it if I bite him first.  
19861029	What are you going to dress up as for Halloween? I don't know yet, I can't decide. Well, the idea is to be the scariest thing you can think of. Hmm ... maybe I'll just go as myself! I'm going as a barrel of toxic waste! 
19861030	We're going to carve a Jack-O'lantern now. See, we'll make a face on this pumpkin so it will look like a head. But first we have to open up the top and scoop out the glop inside. Ok Jack, time for your lobotomy!! Hand me a big spoon. Will you Hobbes? Ugh? No anesthetic even. 
19861031	I think Dad likes Halloween as much as we do. Is he taking us trick or treating tonight? No, Mom is. Is he going to stay home and give out candy? No, he's going to sit in the bushes with the garden hose and drench potential t'pers. 
19861101	Oog. I feel awful. If someone even mentions "Milk Duds." I'm going to barf. Another Halloween come and gone. It's always such a letdown after a holiday. We might as well go into town and look at the Christmas decorations. 
19861102	Enemy sighted! Battle stations! Battle stations! Alert! Ahwooga! Here's the mighty aircraft carrier! Equipped with the latest radar and firepower. It is virtually unsinkable! I know what can sink it. Yeah? What? A cannonball depth charge!! Oh no! Pfoom! Ha ha! That was great! You emptied the whole tub! Turn on the water and let's do it again! We seem to have a waterfall down the stairway dear. I'll go see what your kid is doing. My did?!? C'mere and let me explain something to you ...
19861103	Mom's not feeling well. So I'm making here a "Get Well" card. That's thoughtful of you. See, on the front it says "Get Well Soon." And on the inside it says, "Because my bed isn't made, my clothes need to be put away, and I'm hungry. Love, Calvin." Want to sign it? Sure. I'm hungry too.
19861104	Hi, Mom! Since you're sick. I'm bringing you breakfast in bed! I prepared eggs, toast and orange juice for you all by myself! How nice! The eggs kind of burned and stuck to the pan, but you can probably chip them out with this chisel. Um ... where is the toast and orange juice? Dad said not to tell you about that till your better. 
19861105	Since your Mom's sick. I'll be making dinner tonight. You can cook? As you can see, I survived two years of my own cooking when I had an apartment after college. Mom says you ate frozen waffles and canned soup three meals a day. Your Mom wasn't there, so she wouldn't know. Get the syrup out, will you? 
19861106	Sometimes when I'm sick, you read me a story want me to read you one? No, thanks, Calvin. I just want to rest. It's hard to be a Mom for a Mom. You do fine, sweetie. Whoa! Hey! Are you contagious?!
19861107	What's wrong with your Mom, do you know? No, she went to the doctor today though. I wonder if ... nah. What? You don't suppose she's going to have a baby, do you? A baby?!? Why would she want another kid?? She's already got me! Yes. You'd think she'd have learned her lesson ...
19861108	I asked dad if mom was going to have a baby, and he said not that he knew of. Dad said we'd know if mom was having a kid because she'd look like a hippopotamus with a gland problem. ... that's when Mom creamed him with her pillow. Dad says she must be feeling better. You have weird parents. 
19861109	Bang! Kapwinngg! Bang bang! You missed! You missed! There he goes! After him boys! Giddyap! Giddyap! Ambush! Bang! Bang! Yow! Whoop! Bang! Gotcha! Noyadidnt! Noyadidnt! Calvin, will you please stop tearing around the house?! You're driving me crazy! You said we couldn't go outside because it's raining. Boy, that sure worked. We're not allowed back in until when? 
19861110	Hey, Mom, I got a part in the class play! I get to say a line and everything! That's wonderful Calvin. It's a great dramatic role! My character will have everyone in tears at the end of the second act! What's the play? "Nutrition and the four food groups." I'm an onion. 
19861111	Ok, Hobbes. I need you to help me memorize my line for the play. Sure. I'm the onion, and I say "In addition to supplying vital nutrients, many vegetables are a source of dietary fiber." Ok, ready? Ready. Go ahead. "In addition ..." wait. Hold it. I'm not in character yet. What motivates an onion? Fame. I suppose this could be a big break.  
19861112	Ok. You be "Bread". Prompt me. "Glucose is the body's main energy source!" "In addition ... " uh ... um ... "In addition ... " um ... wait. Grrrgh! I hate this play! I'll never be able to learn this stupid part! Well, your emoting is down pat.  
19861113	I've got it all figured out Hobbes. This play will be no sweat. You have your line all memorized? No. I thought I'd come out. Do a little soft-shoe and adlib something! Adlib something about dietary fiber? Either that, or I'll do my onion in mime! 
19861114	How's my onion costume coming, Mom? I'm still working on it. I wish your class would do something a little less elaborate. I'm not much of a seamstress. Just be glad I'm not Russy White, he has to be an amino acid. Mm ... what do you think? Jabba the Hutt meets Rudolf the Reindeer. I dunno Mom. 
19861115	Are you going to come to my play dad? It's called "Nutrition and the Four Food Groups." I'll probably have to work Calvin. But Dad. It'll be great drama! I'm an onion! Well why don't you say your line for me now? Ok! Um ... let's see ... "In addition to ... " ... uh ... hold it ... um. 2kids in food suits forgetting their lines. I'll definitely be at work. Dear! Calvin's worked hard. Ok, uh ... "In addtion ..." uh ... no wait ... um.
19861116	Zip zop Zip zop Zip zop Zip zop Zip zop Zip zop. Snow pants. Well? Let's have some snow!! It's snowing! I can make it snow! I'm psychokinetic! Hey! Hey! Ohh, he's going to hate me for this. 
19861117	Do you have your line memorized for the nutrition play, Calvin? I'm still learning it, being an onion is a difficult role you know. What are you? I'm "Fat." No, I mean in the play. Anyone else want to say it?!? Aackk! Understudy! Understudy! 
19861118	Thanks for waiting for the bus with me Hobbes. I feel like an idiot in this onion suit. I'll be lad when this stupid play is over. Oh no! Run for your life! A produce truck! ... just kidding!
19861119	Susie, where's Calvin? He goes onstage right after you! I don't know Miss Wormwood. He was here a minute ago. Maybe he went to the boys room. He's on in two minutes! Fine time to go to the boys room! Fine time to get stuck in my costume stupid zipper!
19861120	I can't believe it! I'm stuck in my onion suit! I can't go onstage with my shirt caught in my costume! Help! Help! I'm supposed to be on now! I'm supposed to be saying my line! What should I do?? What should I do?? "In addition to supplying vital nutrients, many vegetables are a source of dietary fiber!!"
19861121	I'm home! Hi, honey. How did your play go? Terrible. I got stuck in my zipper in the bathroom, and they had to stop the play and get a janitor to find me and get me out. Oh no. that's awful! I'll say. The play was ruined ... but I remembered my line!
19861122	Up, up and away! Woomph! Ackk! Kryptonite! Kryptonite!
19861123	Can Hobbes and I come in the store with you, Dad? No, you stay in the car. Sheesh. Knock over one lousy display stand, and pay for it the rest of your life. I'll just be a minute. Wait here. Ok. Let's hide and give Dad a scare! Maybe he'll think we ran away! Lie down and I'll pull this blanket over us. Then put this bag on top. Hee hee! I hear him coming! Sshhh! Hee hee! Gee, I wonder where Calvin went! And his tiger's gone too! Now's my chance to get away before they get back! Won't Mom be glad when she hears I lost htem! Mom won't be glad at all, you sicko! Sorry to spoil your getaway! What? You're here?? Oh rats ... I mean, good!
19861124	Want to trade sandwiches, Calvin? No, I've got my favorite kind. What did you bring? Peanut butter. I have processed mouse loaf. Oh, gross. That's not really mouse loaf. It looks like egg salad. Taste it and see. Here. I think this is a whisker, it's good. Forget it. I don't even want my own lunch anymore. You don't? what kind of cookies are those?
19861125	Ta-daaa!!
19861126	How do they know the load limit on bridges Dad? They drive bigger and bigger trucks over the bridge until it breaks. Then they weigh the last truck and rebuild the bridge. Oh. I should've guessed. Dear, if you don't know the answer. Just tell him!
19861127	It's hard to believe people still starve in this world. There's even hunger in America. Some people never get enough to eat. Boy, I know what that's like! No you don't. 
19861128	The soldiers advance up the hill! Oh, no! a squadron of bombers appears on the horizon! The bombs begin to fall! Bonk bonk. Two direct hits! I see you up there!
19861129	Look, Hobbes, you get a plastic trinket in boxes of "Chocolate-Frosted Sugar Bombs"! It says, "Be the first in your neighborhood to collect all ten colors." Yeah, but Mom says she won't buy any more cereal until this box is gone. That shouldn't take more than a couple of hours, right? I dunno after five bowls, I get pretty wired. 
19861130	A brilliant bolt of deadly frap ray blazes by the intrepid Spaceman Spiff! Our hero has very high insurance premiums. The courageous Spaceman Spiff is hit! He plummets toward planet Zog! Breaking through the cloud layer, he careens over an alien city! There's no place to land! Spiff wrestles the uncooperative controls! More freem drive to the thuster busters! Too much stress! The fuel explodes in flame! The situation is grim! Ten seconds to impact! Nine ... eight ... Well Calvin?? Seven! Very good Calvin. Ten minus three equals seven. I didn't think you were paying attention. That question was worth three points. Our hero miraculously makes a three-point landing. Spiff saves the day again!
19861201	Calvin, your dad and I are going out tomorrow. So you'll be having a baby sitter. Oh no! not Rosalyn! I called eight people and she's the only one who would do it. Call some more! Call some more! Calvin, I spent half an hour on the phone already. Rosalyn's fine. "Fine"?? she's a barracuda in a high school senior suit! I'm as good as dead! You remember Amy? She just laughed when I called her. 
19861202	Oh no! A knock at the door! The baby sitter must be here! Should we hide? No way. Baby sitters can smell fear in little kids. We'd be doomed. So we go on the offensive? Right. Here's a notepad and pencil. Oh boy, blackmail! Right, get to the upstairs phone when she calls her boyfriend. 
19861203	We're going Rosalyn. Help yourself to anything in the fridge. Ok, good-bye. Calvin? Are you upstairs? Wap wap. All right, kid! Bedtime for Bonzo!! What?! Get away! It's not even 6 o'clock! 
19861204	I can't believe our baby sitter put us to bed! It's not even dark out! Well, she can put us to bed, but she can't make us sleep. You play the horn, and I'll accompany on tom-tom. Calvin, I just wanted to remind you that sleeping in a bed is a privilege. The basement is sure to be a lot less comfy. What did she mean "the basement"? Shhh!
19861205	Rosalyn, we're going to be a little later than we expected, so I thought I'd better call you. That's fine. Calvin went to bed early, so I'm just holding down the fort. Who's on the phone? Is it my Mom? I want to talk to her! Mom! Mom! Can you hear me?! Come home now before it's too late! Help! Help! No, that's just the tv. I'll see you at 11:30 then. Enjoy the play. 
19861206	Sorry we're late, Rosalyn. Did you get Calvin to bed? Yes, but ... Mom! Dad! Is that you? I'm not asleep! Did you get rid of the baby sitter? Thank goodness you're home! Has he been this way all night? Well, his voice gave out about 11 o'clock but it seems to  be If she's still here, don't pay her! Give her a little extra, will you dear? Is five enough? Could you make it eight? College tuition's are up. 
19861207	I'm ready for bed, Dad. What's tonight's story going to be? Here's one, "Readings on Dialectical Metaphysics." You'll love it. Forget it Dad. You can't get me to drop off that easy. Will you read us this story? Hobbes wrote it himself. Hobbes wrote it, huh? "Goldilocks and the three tigers." Oh boy, this is gonna be great! "Once upon a time there lived a young girl named Goldilocks. She went into the forest and saw a cottage. No one was home so she went in. Inside she saw three bowls of porridge. A big bowl, a medium bowl, and a small bowl. She was just about to taste the porridge when the three tigers came home. They quickly divided Goldilocks into big, medium, and small pieces and dunked them in the porridge that ..." Calvin, I'm not going to finish this! This is disgusting!! I don't know why I let you talk to me into this. Good night! Click. He didn't even look at our illustrations. Now I'm all hungry. 
19861208	What a rotten day. Zz ... mmp ... bgz ... ahhhhh ... gnz ... hee hee ... zzz ... Fuzz therapy. Zzz ... nuk nuk ... woonk ...
19861209	Hello Susie. This is Calvin. I lost our homework assignment, can you tell me what we were supposed to read for tomorrow? Are you sure you're not calling for some other reason? Why else would I call you? Maybe you missed the melodious sound of my voice. What are you, crazy?? All I want is the stupid assignment. First say you missed the melodious sound of my voice. This is blackmail!
19861210	I'm home from school! Oof! Helloooo. Bonk bing boing. How's that for an enthusiastic greeting?? Sometimes I wish you'd just buy me one of those "I missed you" cards. 
19861211	I've got a great idea for school tomorrow. I cut a ping-pong ball in half, and now I'm drawing dots on each end. I'll just put one over each eye, and it will look like I'm really paying attention. Or will I look too interested? I doubt it. I'm over here. 
19861212	Bad news on your polls Dad. You slipped another two notches. Things are looking grim for future office. Is that so? Any ideas on what would improve my standings? I need a VCR. Right, I'll keep that in mind. I hope you're reading the "Help Wanted Section."
19861213	Look, I got a letter I'm supposed to copy and send to 20 people for good luck. It's a chain letter. It says, "A man in Denver made 20 copies and the next day he got a raise. A man in Seattle broke the chain and he went bald." Ha! You believe that? These letters are for superstitious nincompoops. Throw it away. "... and a dumb kid like you listened to a friend and got run over by a cement mixer."
19861214	I spelled "Be" how many points do I get? Um ... 2 points. 2 points?! Is that @*#%! all?? My, this game does teach new words! See, I spelled "zygomorphic" on a triple word score box. That's 150 points. All I've got is consonants. Your turn. Well, if I use your letter "I" I can spell "in". That's 3 points. I pick out some new letters ... hmm ... with your "n", I can spell "nucleoplasm" that's, lets see, 40 points. All I've got is consonants. I'm not going to play this stupid game! I hate it!! What a waste of time! What should we play instead? Let's play poker. At least with cards you have half a chance. Ok, I bet a nickel. I'll see you ... and raise you 8 dollars. 
19861215	Calvin has mysteriously shrunk to the size of an insect! His only hope is to call for help! Pushing with all his might, Calvin dials the gigantic telephone. It's ringing! He runs to the mouthpiece! Will anyone be able to hear him?? Bzz bz! Bzzzz! Bzz bz! Bzz bz! Calvin, this had better not be you.
19861216	Fwooshhh. Greetings earth female. Do not be alarmed. Our planet is dying. We need cookies to survive. Do not try to resist or you will be destroyed. We'll see about that. Get back here.
19861217	This Ouija board knows all and tells all. What should we ask it? Let's ask it which of us is smarter. Ok, go ahead. Oh great Ouija board. Who is smarter, Calvin or Hobbes? Quit resisting you! It's heading for the "H"! Ha! It's obviously trying to (mmf) go to "C", you cheater!
19861218	Let's ask the Ouija board another question. Ok, I've got one. Oh great Ouija board, will I grow up to be president? It's moving! "G-O-D-F-O-R-B-I-D" When I want an editorial, I'll ask for it you stupid board!
19861219	How is it that this Ouija board knows all the answers to life's mysteries? Let's ask it. Oh great Ouija board. How do you know all the answers? It's moving! It's moving! What's it say? "3" You know, I didn't ask for this last Christmas. I asked for a computer. 
19861220	Why do I have to go to bed now? I never get to do what I want! If I grow up to be some sort of psychopath because of this, you'll all be sorry!! Nobody ever became a psychopath because he had to go to bed at a reasonable hour. Yeah, but you won't let me chew tobacco either! You never know what might push me over the brink! Go to bed Calvin.
19861221	Run! Aiee! Look out! I wonder why Japanese people keep moving their moths after they're through talking. Somewhere in the Pacific Ocean ... an undersea nuclear explosion awakens a giant prehistoric monster! It makes its way to the coast of Japan and emerges! Yaarghhh. He heads for the power lines, leaving a trail of destruction behind. Calvin, get back in the tub! You're making a mess! His ancient arch-rival Megalon! He spews a mighty fireball! Aauughh! Tokyo is in ruins! Megalon vanquished! He returns to the sea from whence he came! No more afternoon TV movies for you! ... Ever!! 
19861222	Oh boy, you got some clay. I'm making Mom and Dad a Christmas present. What are you making? An ashtray. Your parents don't smoke. Of course ... ok Michalengelo, you sculpt something! 
19861223	A homemade gift says more than a store-bought gift. It says you care enough to invest your time and skill in it. It says this is a personal gift, not a generic one. It says you need a bigger allowance. 
19861224	This article says that many people find Christmas the most stressful time of the year. I believe it. This season sure fills me with stress. Really? How come? I hate being good.
19861225	Psst! Are you awake? Is it Christmas? It is! It is! Let's go wake Mom and Dad and open all our loot! Since it's Christmas maybe we should let them sleep a little. That's long enough! Wake up! Wake up! It's Christmas!! Quarter to 6. He let us sleep in this year.
19861226	Omigosh! This library book was due two days ago! What will they do? Are they going to interrogate me and beat me up?! Are they going to break my knees?? Will I have to sign some confession?? They'll fine you ten cents, now go return it. The way some of those librarians look at you. I naturally assumed the consequences would be more dire. 
19861227	Hey Dad, I have a question. Sure, Calvin. What do you want to know? If you plugged up your nose and mouth right before you sneezed ... would the sneeze go out your ears, or would your head explode? I was kind of hoping you had a math problem or something. ... either way. I'm scared to try it. 
19861228	Toboggans give better rides than runner sleds. Why is that? There's no way to steer. On these cloudy winter days, sometimes I like to lie back on my sled and look at the sky. It's just gray and silent. No birds singing or bugs buzzing. Everything is muffled by the snow. Imagine what it would be like without any people or houses around. It would be perfectly still. Pretty neat huh? Yes, very peaceful. I hate all that silence. 
19861229	Behold the dreaded toboggan: suicide sled. It's unique design sends a blinding spray of snow on it's passengers at the slightest bump. Note too, the lack of any steering mechanism. Yes, this sled is truly a hazard to life and limb. Wheee! Oomph! 
19861230	Boy, is it cold! Can't we turn the heat up? Heat is expensive Calvin. Just put on a sweater. Look, the thermostat goes all the way up to 90 degrees! We could be sitting around in our shorts. Leave the thermostat alone Calvin. I can almost see my breath. I'll just crank it up to 75, ok? I said don't touch it. Gee, my hands are so numb, I can't move the switch. Guess I'll put on a sweater. 
19861231	Ooh. You look cold Calvin! There's a fire made. Why don't you go warm up? Oh boy! Nothing beats sitting by a roaring fire after you've been out in the cold. Of course, some people say why bother going outside first?
19870101	Calvin, I hope you took your boots off before you walked across the floor. Of course I did! You don't need to tell me all the time!
19870102	Given any more thought to that backyard ski lift proposal of mine? Oh, yes. Lots. 
19870103	Hobbes is always a little loopy when he comes out of the dryer.
19870104	What a day! And no one to share it with! Woo hoo hoo. It's cold out there today! Brrrr! Brisk! Just the way I like it! Wow! Sniff. Ha! Weather like this lets you know you're alive! C'mon out gang! It's a perfect day! You'll get used to the wind if you keep moving! Hey, C'mon! are you guys just going to stay inside all day?!? Shut the dumb door!! Ok, ok! I was on my way back outside anyway! ... sheesh ... there's one in every house. Just how long did you know Dad before you married him? 
19870105	Watcha doin'? I'm writing my autobiography. But you're just six years old. I've only got one sheet of paper.
19870106	Hi, Hobbes. are you reading that book I gave you? Yes. It's very good. You like it? Sure, I think it's ... wait a minute. Would you mind writing it in two pages for me by tomorrow morning?
19870107	Mom, was I adopted? No, why do you ask? Are you planning to put me to work in a cannery for fourteen hours a day when I turn seven? Of course not! You're not just fattening me up to eat me, are you? Good heavens, Calvin! Who put all these ridiculous ideas in your head?!? That's right. "Ridiculous ideas" she called them. Oh, sure, you think your mom's going to tell you?
19870108	Whifffff whiff whiff whiff whiff whiff. For all that preparation you sure are a lousy shot.
19870109	Go ahead down. You'll miss all those trees. You can do it. You'll stop before you go over that ledge at the bottom. You won't go into that pond. Besides, the ice is probably real thick anyway. Go ahead down. My brain is trying to kill me. 
19870110	Galosh. Galosh. Galosh.
19870111	Boy, is this hill big! We'll have a good long ride down! Provided we improve our steering. Hobbes, do you think human nature is good or evil? Watch out for those trees. I mean, do you think people are basically good, with a few bad tendencies, or basically bad, with a few good tendencies? There's a rock up ahead! Look out! Or, as a third possibility. Do you think people are just crazy, and who knows why they do anything? Not so close to the ledge! Well? What do you think? Are people good, bad or crazy? Aughh! I can't look! Wump! You know, it's very rude of you to keep changing the subject after every sentence. I choose crazy. 
19870112	I called Susie a boogerbrain after school, and she went home crying. Goodness, why'd you do that? I dunno, I was just teasing. It sounds like you hurt her feelings. I didn't mean for her to take the insult personally!
19870113	Sniff. That stupid Calvin. What does he call me names for no reason? It's just mean. I wish I had a hundred friends. Then I wouldn't care. I'd say, "Who needs you, Calvin? I've got a hundred other friends!" Then my hundred friends and I would go do something fun, and leave Calvin all alone! Ha! ... and as long as I'm dreaming, I'd like a pony. 
19870114	I feel bad that I called Susie names and hurt her feelings. I'm sorry I did it. Maybe you should apologize to her. I keep hoping there's a less obvious solution.
19870115	Sticks and stones may break my bones. But words will never hurt me. Yeah, right. 
19870116	Um ... hi, Susie ... I ... uh ... well ... Get lost Calvin. You're mean. Don't walk away! I'm trying to apologize, you dumb noodleloaf! Slap!
19870117	Susie, I'm sorry I called you names. I didn't mean to hurt your feelings. Well, you did hurt my feelings. But I accept your apology. Thank you. Oh boy, thank goodness I got that over with! ... on second thought, let's see you grovel a little bit!  
19870118	Should I or shouldn't I? Too late! I did. Wap! Did you throw a snowball at me?! Me? A snowball? Did someone throw a snowball at you? Oh, don't play innocent with me, you liar! I know you threw that! Call me a liar. Will you? Well, it takes one to know one, Mr. Tapioca head! Ooh! An insult! I've been maligned! I'll never speak to you again! Hmph. Promises, promises! Oh yeah? Twbbthbpthh! Yeah! Thbthbbptb! Thbppbpth! Thbbth! This is you: aggle aggle aggle! Oh yeah? This is you: gakka wakka wakka! Calvin, time to come in! leave it to mom to interrupt our repartee. ... just when I had you wriggling in the crushing grip of reason too ... Hey, Hobbes, you got a letter. A letter? For me? Wow. I never get letters! What fun! A letter for me! I wonder who sent it? I wonder what it says? What could this possibly be? Open it and find out, you lunatic! Don't get huffy. I want to savor this. 
19870120	Well? Well? What'd you get? It looks like an invitation. An invitation? Who'd invite you anywhere? A lot of people, that's who, buster. There's obviously been some mistake, nobody invites a tiger anywhere. You can't get the insurance. Well somebody is inviting me somewhere. I got an invitation. Who? What's it say?? Read it already!! Probably some big state dinner. I hope I can find my cummerbund. 
19870121	So what does the invitation say, you dumb hairball? Call me names, will you? I'll read it when I'm good and ready. Aargghh! Oooohh! Mpf! Ggh! Rrgghghmfmff! Ok, now I'm ready ... ahem ... "Dear Hobbes." Faster!
19870122	Well, well! It's an invitation to Susie Derkins' birthday party. How nice. Susie invited you? What about me? Does it say me too? No, it doesn't say anything about you. She must have mailed my invitation separately, she probably wanted to insure it so she'll know it didn't get lost. Sometimes those take longer. I'll have to sign for it and all. I'm sure she's taking no chances with mine. Oh wait. On the back it says, "You can bring that stupid kid you hang around with, if you must."
19870123	We get to go to a birthday party! That stupid Susie. Balloons, cake, presents ... oh boy! She won't be getting a very big present from me, that's for sure. I bet we'll play games too! It will be fun! Hmph. Maybe we'll play "Spin the Bottle"! Oh get real!
19870124	I'll make a list of possible gifts for Susie's birthday. What should we give her? how about a mouth full of broken teeth? That's what I'd like to give her. oh, don't be so cranky. I think we should get her a can of tuna fish. Tuna fish? Why would she want that? Well, maybe she wouldn't, and we could offer to take it back ... and borrow some bread, a little mayo ... right Hobbes. 
